"lakeid","year4","sampledate","transect","depth","rep","spname","rake_rating","flag"
"ME",2013,"2013-07-18",21,1,4,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",21,3.5,2,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",21,1,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",21,1.5,1,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,1.5,2,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,1.5,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",21,1.5,4,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,2,1,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,2,2,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,2,3,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,2,4,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",21,2.5,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",21,2.5,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",21,3,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,1,2,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,1,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,1,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,1.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,1.5,2,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,1.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,2,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,2,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,2,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,2,4,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,2.5,1,"FILAMENTOUS ALGEA",3,
"ME",2013,"2013-07-18",27,2.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,2.5,3,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,2.5,4,"FILAMENTOUS ALGEA",3,
"ME",2013,"2013-07-18",27,3,1,"FILAMENTOUS ALGEA",3,
"ME",2013,"2013-07-18",27,3,2,"FILAMENTOUS ALGEA",3,
"ME",2013,"2013-07-18",27,3,3,"FILAMENTOUS ALGEA",3,
"ME",2013,"2013-07-18",27,3,4,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,3.5,1,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,3.5,2,"FILAMENTOUS ALGEA",2,
"ME",2013,"2013-07-18",27,3.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,3.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-18",27,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-18",27,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-18",27,2,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-18",27,2.5,1,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-18",27,2.5,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-18",27,2.5,3,"MYRIOPHYLLUM SPICATUM",4,
"ME",2013,"2013-07-18",27,2.5,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-18",27,3,1,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-18",27,3,2,"MYRIOPHYLLUM SPICATUM",4,
"ME",2013,"2013-07-18",27,3,3,"MYRIOPHYLLUM SPICATUM",4,
"ME",2013,"2013-07-18",27,3,4,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-18",27,3.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-18",27,3.5,2,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-18",27,3.5,3,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-18",27,3.5,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-18",27,1.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-18",27,2,4,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-18",27,2.5,1,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-18",27,2.5,2,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-18",27,2.5,3,"CERATOPHYLLUM DEMERSUM",4,
"ME",2013,"2013-07-18",27,2.5,4,"CERATOPHYLLUM DEMERSUM",4,
"ME",2013,"2013-07-18",27,3,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-18",27,3,2,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-18",27,3,3,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-18",27,3,4,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-18",27,3.5,1,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-18",27,3.5,2,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-18",27,3.5,3,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-18",27,3.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-18",27,4,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-18",27,1,2,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-18",27,2,3,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-18",27,2,4,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-18",27,1,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,1.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,1.5,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,1.5,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,2,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,2.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-18",27,1.5,1,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,1.5,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,1.5,4,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,2,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,2,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,3,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-18",27,2.5,1,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,2.5,2,"ELODEA CANADENSIS",2,
"ME",2013,"2013-07-18",27,2.5,3,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,2.5,4,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,3,1,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,3,3,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,3,4,"ELODEA CANADENSIS",2,
"ME",2013,"2013-07-18",27,3.5,2,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-18",27,2.5,1,"HETERANTHERA DUBIA",1,
"ME",2013,"2013-07-18",27,2.5,2,"HETERANTHERA DUBIA",1,
"ME",2013,"2013-07-18",27,2.5,3,"HETERANTHERA DUBIA",1,
"ME",2013,"2013-07-18",27,1,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1.5,1,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",27,1.5,2,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",27,1.5,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,1.5,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,2,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,2,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,2,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-18",27,2,4,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-18",27,2.5,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,1,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,1.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,1.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,1.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,2,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,2.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,3.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,4,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-25",31,1.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,1.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-25",31,3,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3.5,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-25",31,3.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,3.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,4,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,4,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,4,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,4,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-25",31,1,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,2.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3.5,2,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-25",31,3.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,3.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,4,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,4,2,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-25",31,4,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,4,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-25",31,1.5,1,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-25",31,1.5,4,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-25",31,2.5,3,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-25",31,1.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2.5,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,2.5,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,4,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,4,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,4,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-25",31,1.5,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2,4,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2.5,1,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2.5,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,2.5,4,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-25",31,4,1,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-25",31,4,2,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-25",31,4,3,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-25",31,1,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,1.5,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,1.5,2,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-25",31,1.5,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,1.5,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,2,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,2,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,2,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,2,4,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-25",31,2.5,1,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-25",31,2.5,2,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-25",31,2.5,3,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-25",31,2.5,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-25",31,3,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,1.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,3.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,4,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",35,2,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",35,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",35,2.5,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,2.5,3,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,2.5,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3,1,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3,3,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-19",35,3,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3.5,1,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",35,3.5,3,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,3.5,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",35,4,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",35,1.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,1.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,2.5,1,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-19",35,2.5,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,2.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,2.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,3,1,"CERATOPHYLLUM DEMERSUM",4,
"ME",2013,"2013-07-19",35,3,2,"CERATOPHYLLUM DEMERSUM",2,
"ME",2013,"2013-07-19",35,3,3,"CERATOPHYLLUM DEMERSUM",3,
"ME",2013,"2013-07-19",35,3,4,"CERATOPHYLLUM DEMERSUM",4,
"ME",2013,"2013-07-19",35,3.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,3.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,4,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,4,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,4,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",35,1,1,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,1.5,1,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,1.5,2,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,1.5,3,"STRUCKENIA PECTINATA",2,
"ME",2013,"2013-07-19",35,1.5,4,"STRUCKENIA PECTINATA",2,
"ME",2013,"2013-07-19",35,2,1,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,2,2,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,2,3,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,2,4,"STRUCKENIA PECTINATA",2,
"ME",2013,"2013-07-19",35,2.5,3,"STRUCKENIA PECTINATA",1,
"ME",2013,"2013-07-19",35,1,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",35,1,2,"POTAMOGETON ZOSTERIFORMIS",2,
"ME",2013,"2013-07-19",35,1,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",35,1,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",35,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",35,2,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",35,1,1,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1.5,1,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1.5,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1.5,3,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1.5,4,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,2,1,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,2,4,"POTAMOGETON RICHARDSONII",2,
"ME",2013,"2013-07-19",35,2.5,2,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,2.5,4,"POTAMOGETON RICHARDSONII",1,
"ME",2013,"2013-07-19",35,1.5,4,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-19",35,3.5,3,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-19",35,3.5,4,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-19",35,4,1,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-19",35,4,4,"ELODEA CANADENSIS",1,
"ME",2013,"2013-07-19",35,1,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1.5,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1.5,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,1.5,4,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,2,1,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,2,2,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,2,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",35,2,4,"VALLISNERIA AMERICANA",2,
"ME",2013,"2013-07-19",35,2.5,3,"VALLISNERIA AMERICANA",1,
"ME",2013,"2013-07-19",37,2,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,2.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3.5,1,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3.5,2,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3.5,3,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,3.5,4,"FILAMENTOUS ALGEA",1,
"ME",2013,"2013-07-19",37,1,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,1.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,2,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,2.5,2,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,2.5,3,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,2.5,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,3,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,3,3,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,3,4,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,3.5,1,"MYRIOPHYLLUM SPICATUM",2,
"ME",2013,"2013-07-19",37,3.5,2,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-19",37,3.5,3,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-19",37,3.5,4,"MYRIOPHYLLUM SPICATUM",3,
"ME",2013,"2013-07-19",37,4,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",2013,"2013-07-19",37,2.5,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,2.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,2.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,3,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,3,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,3,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,3.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",2013,"2013-07-19",37,1.5,3,"STRUCKENIA PECTINATA",2,
"ME",2013,"2013-07-19",37,1.5,4,"STRUCKENIA PECTINATA",2,
"ME",2013,"2013-07-19",37,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",2013,"2013-07-19",37,1.5,4,"POTAMOGETON ZOSTERIFORMIS",1,
